token	normalised
ur	ur
dont	dont
suiessme	suiessme
semont	semont
deant	deant
ꝯ	com
hom	hom
soupris	soupris
puet	puet
amender	amender
petit	petit
icou	icou
quis	quis
mais	mais
bien	bien
me	me
puis	puis
uanter	vanter
se	se
li	li
plaist	plaist
iai	iai
a	a
pris	pris
a	a
loiaument	loiaument
amera	amera
ce	ce
sunt	sunt
mi	mi
penser	penser
et	et
seront	seront
a	a
touz	touz
dis	dis
ia	ja
ne	ne
s	s
en	en
quier	quier
oster	oster
La	La
membrance	membrance
del	del
uis	uis
fres	fres
et	et
uermeill	vermeill
et	et
cler	cler
ont	ont
mon	mon
cuer	cuer
en	en
tel	tel
mis	mis
que	que
ne	ne
l	l
en	en
puis	puis
tourner	tourner
et	et
se	se
i	i
ai	ai
les	les
mauz	mauz
quisies	quisies
doi	doi
bien	bien
endurer	endurer
or	or
ai	ai
ie	ie
trop	trop
mespris	mespris
ainz	ainz
les	les
doi	doi
mieuz	mieuz
amer	amer
conment	conment
que	que
i	i
es	es
comperniai	comperniai
rienz	rienz
ce	ce
m	m
est	est
bis	bis
fors	fors
de	de
merci	merci
trouuer	trouver
Dex	Dex
pour	pour
coi	coi
m	m
ocirroit	ocirroit
quant	quant
ainc	ainc
ne	ne
li	li
mentise	mentise
ia	ja
ioiauz	joiauz
en	en
soit	soit
li	li
cuers	cuers
don	don
tant	tant
et	et
conuoit	convoit
li	li
que	que
chascuns	chascuns
amer	amer
ausi	ausi
qu	qu
est	est
estre	estre
ne	ne
porroit	porroit
Mes	Mes
trauaus	travaus
n	n
pieca	pieca
et	et
trahi	trahi
me	me
doit	doit
ce	ce
pour	pour
quoi	quoi
lai	lai
destroit	destroit
de	de
bon	bon
sai	sai
bien	bien
qu	qu
ele	ele
adrone	adrone
ui	vi
entre	entre
mon	mon
fait	fait
si	si
a	a
droit	droit
c	c
ainc	ainc
failli	failli
Se	Se
pitiez	pitiez
ne	ne
l	l
en	en
pqu	pqu
a	a
estouoir	estovoir
m	m
ocirra	ocirra
fin	fin
doi	doi
ie	je
bien	bien
uoloir	voloir
ame	ame
a	a
il	il
ce	ce
mi	mi
doit	doit
bien	bien
ualoir	valoir
seus	seus
uergent	vergent
n	n
eust	eüst
si	si
grant	grant
pooir	pooir
granz	granz
mauz	mauz
m	m
a	a
fait	fait
oir	oïr
