token	lemma	POS	morph	treated
foille	foille	NOMcom	NOMB.=s|GENRE=f|CAS=r	foille
ne	ne2	CONcoo	MORPH=empty	ne
flours	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=n	flours
ne	ne2	CONcoo	MORPH=empty	ne
rousee	rosee1	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f|CAS=n	rousee
ne	ne2	ADVneg	MORPH=empty	ne
mente	mentir	NOMcom	MODE=sub|TEMPS=pst|NOMB.=s|GENRE=f	mente
ne	ne2	CONcoo	MORPH=empty	ne
chans	champ	NOMcom	NOMB.=s|GENRE=m|CAS=n	chans
d	de	PRE	MORPH=empty	d
oisel	oisel	NOMcom	NOMB.=s|GENRE=m|CAS=r	oisel
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
conforter	conforter	VERinf	MORPH=empty	conforter
ne	ne2	CONcoo	MORPH=empty	ne
mes	mais1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
n	ne1	ADVneg	MORPH=empty	n
a	avoir	PRE	MODE=ind|TEMPS=pst|PERS.=3	a
pooir	pöoir	NOMcom	NOMB.=s|GENRE=m|CAS=r	pooir
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
repente	repentir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	repente
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
seruir	servir	VERinf	MORPH=empty	seruir
et	et	CONcoo	MORPH=empty	et
honourer	onorer	VERinf	MORPH=empty	honourer
en	en1	PRE	MORPH=empty	en
dolour	dolor	NOMcom	NOMB.=s|GENRE=f|CAS=r	dolour
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
m	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	m
esperance	esperance	NOMcom	NOMB.=s|GENRE=f|CAS=n	esperance
finee	finer	VERppe	NOMB.=s|GENRE=f|CAS=n	finee
dont	dont	PROrel	NOMB.=s|GENRE=f|CAS=i	dont
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
painne	peine	NOMcom	NOMB.=s|GENRE=f|CAS=n	painne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i	m
avra	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	avra
longue	lonc	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	longue
duree	duree	NOMcom	NOMB.=s|GENRE=f|CAS=r	duree
qu	que4	PROrel	NOMB.=s	qu
en	en2	PRE	MORPH=empty	en
desconfort	desconforter	NOMcom	NOMB.=s|GENRE=m	desconfort
et	et	CONcoo	MORPH=empty	et
en	en1	PRE	MORPH=empty	en
lontain	lointain	NOMpro	NOMB.=s|GENRE=m|CAS=r	lontain
desir	desirrer	PRE	MORPH=empty	desir
Ovoi	o4	NOMpro	PERS.=1|NOMB.=s|CAS=i	Ovoi
qu	que4	CONsub	GENRE=f	qu
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
defenir	defendre	VERinf	MORPH=empty	defenir
bien	bien1	ADVgen	DEGRE=p	bien
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
auis	avoir	NOMcom	GENRE=m|DEGRE=-	auis
qu	que4	CONsub	MORPH=empty	qu
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veut
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
sente	sentir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	sente
trestouz	trestot	DETind	NOMB.=p|GENRE=m|CAS=r	trestouz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
maus	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=r	maus
qu	que2	PROrel	NOMB.=p|CAS=r	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
doner	doner	VERinf	MORPH=empty	doner
et	et	CONcoo	MORPH=empty	et
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
imet	amer1	VERcjg	MODE=ind|PERS.=3|NOMB.=s	imet
toute	tot	DETind	NOMB.=s|GENRE=f	toute
s	son4	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
entente	entente	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f	entente
qu	que4	CONsub	GENRE=f	qu
