token	normalised
Merci	Merci
amours	amours
quiert	quiert
il	il
de	de
mõ	mon
martire	martire
que	que
i	i
ai	ai
soufert	soufert
et	et
encor	encor
uueill	vueill
soufrir	soufrir
dusqu	dusqu
a	a
un	un
iour	jour
que	que
uous	vous
plaira	plaira
a	a
dire	dire
que	que
me	me
uoudroiz	voudroiz
mon	mon
seruice	service
merir	merir
et	et
tant	tant
et	et
pluz	pluz
serai	serai
ie	je
uostre	vostre
amis	amis
ie	je
uous	vous
aim	aim
tant	tant
nule	nule
rienz	rienz
ne	ne
desirre	desirre
fors	fors
uostre	vostre
cors	cors
si	si
m	m
en	en
doinst	doinst
diex	diex
ioir	joir
Or	Or
sui	sui
en	en
l	l
aim	aim
de	de
morir	morir
et	et
de	de
uiure	vivre
s	s
en	en
ai	ai
secours	secours
de	de
ce	ce
que	que
pluz	pluz
desir	desir
les	les
maes	maes
gens	gens
me	me
uuelent	vuelent
desconfire	desconfire
cui	cui
touz	touz
cis	cis
mons	mons
doit	doit
blasmer	blasmer
et	et
hair	hair
u	u
uueille	vueille
u	u
non	non
si	si
me	me
conuient	convient
blandir	blandir
et	et
sachiez	sachiez
bien	bien
que	que
le	le
faiz	faiz
par	par
grant	grant
ire	ire
maiz	maiz
autrement	autrement
ne	ne
m	m
en	en
puis	puis
departir	departir
Douce	Douce
dame	dame
qui	qui
ert	ert
il	il
de	de
uo	vo
pensee	pensee
portai	portai
l	l
aie	aie
sauoir	savoir
par	par
uostre	vostre
greteuz	greteüz
s	s
ert	ert
lonc	lonc
tanz	tanz
qui	qui
n	n
a	a
poure	povre
soudee	soudee
et	et
teus	teus
mout	mout
pou	pou
qui	qui
n	n
a	a
a	a
uolente	volente
iel	jel
di	di
pour	pour
moi	moi
qui	qui
tant	tant
bien	bien
a	a
iame	jame
que	que
ma	ma
doleurs	doleurs
seroit	seroit
tost	tost
oubliees	oubliees
e	e
guerredon	guerredon
fuissent	fuissent
a	a
droit	droit
done	done
