token	normalised
Conment	Conment
que	que
d	d
amours	amours
me	me
dueille	dueille
bien	bien
est	est
drois	drois
que	que
de	de
li	li
chant	chant
	et
que	que
ie	je
ma	ma
doleur	doleur
uueille	vueille
quant	quant
cele	cele
me	me
fait	fait
samblant	samblant
qu	qu
a	a
son	son
home	home
me	me
recueille	recueille
en	en
doucemẽt	doucement
deceuant	decevant
dex	dex
et	et
de	de
bouche	bouche
riant	riant
me	me
uait	vait
pluz	pluz
qu	qu
ele	ele
n	n
esueille	esveille
ce	ce
me	me
fait	fait
estre	estre
ioiant	joiant
et	et
en	en
ma	ma
ioie	joie
doutant	doutant
Maiz	Maiz
ie	ie
criem	criem
qu	qu
autres	autres
ne	ne
cueille	cueille
ce	ce
donc	donc
ie	je
me	me
uois	vois
hastant	hastant
m	m
est	est
n	n
est	est
droiz	droiz
qu	qu
autrui	autrui
acueille	acueille
quar	quar
nus	nus
hom	hom
ne	ne
l	l
aime	aime
tant	tant
las	las
amors	amors
puisque	puisque
s	s
orgueille	orgueille
ne	ne
quiert	quiert
pas	pas
loial	loial
amant	amant
ainz	ainz
chiet	chiet
en	en
desesperant	desesperant
au	au
tresint	tresint
ꝯ	com
fait	fait
la	la
fueille	fueille
la	la
uueus	vueus
la	la
uait	vait
menant	menant
ce	ce
me	me
fet	fet
estre	estre
pensant	pensant
Mes	mes
uoloirs	voloirs
ne	ne
ma	ma
pensee	pensee
ne	ne
me	me
fert	fert
d	d
autrui	autrui
agre	agre
ne	ne
nule	nule
tant	tant
ne	ne
m	m
agree	agree
s	s
amours	amours
me	me
laist	laist
estre	estre
ame	ame
pour	pour
moi	moi
greuer	grever
la	la
fist	fist
nee	nee
et	et
pour	pour
li	li
amer	amer
moine	moine
auoir	avoir
me	me
cuide	cuide
en	en
gane	gane
marz	marz
pluz	pluz
ma	ma
ioie	joie
dounee	dounee
que	que
li	li
meemez	meemez
done	done
et	et
ma	ma
dame	dame
a	a
pluz	pluz
biaute	biaute
Doucement	Doucement
fu	fu
compere	compere
e	e
l	l
amour	amour
sui	sui
ai	ai
tant	tant
pense	pense
bien	bien
doi	doi
amer	amer
ma	ma
pensee	pensee
quel	quel
mal	mal
que	que
n	n
ai	ai
endure	endure
se	se
ma	ma
dame	dame
bien	bien
amee	amee
eust	eust
moi	moi
tant	tant
desirre	desirre
ꝯ	com
iai	jai
li	li
ce	ce
ma	ma
greue	greve
ne	ne
se	se
fust	fust
pas	pas
consirree	consirree
de	de
ce	ce
donc	donc
mai	mai
ꝯsirre	consirre
maiz	maiz
tout	tout
li	li
soit	soit
pardoune	pardoune
Sa	Sa
biautez	biautez
m	m
est	est
anemie	anemie
qu	qu
aĩ	ain
cen	cen
dame	dame
tant	tant
nen	nen
ui	vi
c	c
est	est
ce	ce
qui	qui
pluz	pluz
me	me
detrie	detrie
a	a
auoir	avoir
l	l
amour	amour
de	de
li	li
se	se
fine	fine
amours	amours
ne	ne
l	l
en	en
prie	prie
qui	qui
de	de
moi	moi
a	a
fait	fait
amien	amien
douz	douz
espoir	espoir
ma	ma
trahi	trahi
maiz	maiz
ia	ja
pour	pour
ce	ce
n	n
iert	iert
haie	haie
de	de
moi	moi
qui	qui
la	la
desir	desir
si	si
qu	qu
en	en
mon	mon
desirrier	desirrier
m	m
oci	oci
Bien	bien
en	en
doit	doit
fatre	fatre
m	m
amie	amie
l	l
amour	amour
sui	sui
ai	ai
tant	tant
serui	servi
c	c
onques	onques
nul	nul
iour	jour
de	de
ma	ma
uie	vie
certes	certes
ne	ne
mẽ	men
repentine	repentine
encor	encor
ne	ne
m	m
en	en
faig	faig
mie	mie
pour	pour
tant	tant
quit	quit
auoir	avoir
merci	merci
se	se
loiautez	loiautez
u	u
m	m
afiualoit	afivaloit
melz	melz
de	de
trecherie	trecherie
bien	bien
doi	doi
auoir	avoir
desseruice	desservice
dont	dont
ie	je
ma	ma
dame	dame
pri	pri
Se	se
blon	blon
d	d
iauz	iauz
i	i
amenti	amenti
ia	ja
cele	cele
uoir	voir
ne	ne
li	li
die	die
pour	pour
qui	qui
amour	amour
il	il
soufri	soufri
la	la
doleur	doleur
que	que
ie	je
uous	vous
di	di
