token	normalised
DOuce	douce
dame	dame
tot	tot
autre	autre
pensement	pensement
quant	quant
pensa	pensa
uos	vos
oubli	oubli
en	en
mon	mon
coraige	coraige
des	des
que	que
uos	vos
ui	vi
desielz	desielz
<UNK>	oonku
mierement	mierement
ains	ains
puis	puis
amors	amors
ne	ne
fu	fu
de	de
moi	moi
sauuage	savuage
aincoins	aincoins
ma	ma
plus	plus
traueillie	traveillie
que	que
deuant	devant
por	por
ce	ce
uoi	voi
bien	bien
que	que
garison	garison
n	n
at	at
enqui	enqui
m	m
asouaige	asovaige
fors	fors
seu	seu
l	l
de	de
uos	vos
remirer	remrrer
des	des
ielz	ielz
ducue	ducve
en	en
pensant	pensant
Se	se
ie	je
ne	ne
puis	puis
uers	vers
uos	vos
aler	aler
souuent	souvent
ne	ne
uos	vos
poist	poist
pas	pas
bele	bele
<UNK>	oonku
cortoise	cortoise
<UNK>	oonku
sage	sage
que	que
ie	je
me	me
dout	dout
forment	forment
de	de
male	male
gent	gent
qui	qui
deuinent	deuinent
auront	avront
fet	fet
maint	maint
damage	damage
<UNK>	oonku
d	d
ameraillors	ameralllors
samblant	samblant
sachies	sachies
q̃	que
c	c
est	est
sanz	sanz
cuer	cuer
<UNK>	oonku
sanz	sanz
talant	talant
s	s
en	en
soiez	soiez
saige	saige
<UNK>	oonku
s	s
il	il
uos	vos
deuoit	devoit
peser	peser
ie	je
lairoie	lairoie
aincois	aincois
ester	ester
Sanz	sanz
uos	vos
ne	ne
puis	puis
dame	dame
ne	ne
ie	je
ne	ne
querneia	querneia
d	d
autrui	autrui
dex	dex
ne	ne
me	me
doint	doint
mes	mes
ioie	joie
car	car
l	l
aimml̃t	aimmant
mielz	mielz
estree	estree
n	n
uostre	vostre
dangier	dangier
<UNK>	oonku
sosfrir	sosfrir
mal	mal
q	q
autrebñ	autrebnn
se	se
l	l
a	a
uoie	voie
ha	há
si	si
bel	bel
oeil	oeil
riant	rrant
a	a
la	la
cointier	cointier
mi	mi
firent	frrent
si	si
mon	mon
corage	corage
changier	changier
que	que
ie	je
soloie	soloie
blasmer	blasmer
<UNK>	oonku
despire	despire
amors	amors
or	or
en	en
sent	sent
mortiex	mortiex
dolors	dolors
Signͣt	srgnatt
biaute	braute
com	com
si	si
pot	pot
acoitier	acoitier
au	au
cortoiss	cortoiss
en	en
qui	qui
souuent	souvent
cors	cors
m	m
estroie	estroie
ia	ja
la	la
fist	fist
dex	dex
por	por
fere	fere
mer	mer
u	u
eillier	eillier
toz	toz
ceus	ceus
a	a
qui	qui
ele	ele
uelt	velt
fere	fere
ioie	joie
nul	nul
outrage	outrage
daneie	daneie
ne	ne
uos	vos
quier	quier
fors	fors
seul	seul
itant	itant
que	que
deguissiez	deguissiez
cuidier	cuidier
que	que
uostre	vostre
soieml̃t	soiemlnt
me	me
feroit	feroit
gnͣt	gnaat
secors	secors
<UNK>	oonku
espance	espance
d	d
amors	amors
Einz	einz
riens	riens
ne	ne
uien	vien
li	li
ne	ne
m	m
ait	ait
naure	navre
d	d
un	un
parfont	parfont
cop	cop
a	a
si	si
tres	tres
douce	douce
lance	lance
front	front
bouchenez	bouchenez
ielz	ielz
uis	vis
blanc	blanc
colore	colore
mains	mains
chief	chief
<UNK>	oonku
cors	cors
<UNK>	oonku
bele	bele
ꝯtenance	contenance
ma	ma
douce	douce
dame	dame
<UNK>	oonku
qnͣt	quaat
le	le
reuerres	reverres
mes	mes
anemis	anemis
qui	qui
si	si
foit	foit
mõt	mont
greue	greve
par	par
lor	lor
puissance	puissance
qu	qu
ainz	ainz
maisn᷒	maisnu
hom	hom
fust	fust
uis	vis
qui	qui
tant	tant
amast	amast
ses	ses
anemis	anemis
Chancon	chancon
ua	va
t	t
en	en
a	a
celui	celui
que	que
bñse<UNK>	bnnseiinur
se	se
li	li
di	di
por	por
paor	paor
ai	ai
chante<UNK>	chantetnnr
en	en
doutance	doutance
nes	nes
droiz	droiz
est	est
que	que
fins	fins
amis	amis
soit	soit
a	a
sa	sa
dame	dame
ententis	ententis
