token	lemma	POS	morph	treated
Ee	et	CONcoo	MORPH=empty	Ee
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
pluz	plus	ADVgen	DEGRE=-	pluz
taire	taire	VERinf	MORPH=empty	taire
ne	ne2	CONcoo	MORPH=empty	ne
tenir	tenir1	VERinf	MORPH=empty	tenir
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
chant	chanter	VERcjg	MODE=ind|PERS.=1|NOMB.=s	chant
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	nel
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
laissier	laissier	VERinf	MORPH=empty	laissier
quar	car	CONcoo	MORPH=empty	quar
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
douz	douz	ADJcar	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	douz
tanz	tant	NOMcom	CAS=r|DEGRE=-	tanz
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
pres	près	NOMcom	DEGRE=-	pres
perdiri	perdris	VERcjg	MODE=ind|NOMB.=s	perdiri
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
pluz	plus	ADVgen	DEGRE=-	pluz
tost	tost1	ADVgen	DEGRE=-	tost
recoumencier	recomencier	VERinf	MORPH=empty	recoumencier
et	et	CONcoo	MORPH=empty	et
une	un	DETndf	NOMB.=s|GENRE=f|CAS=n	une
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
sanz	sans	PRE	MORPH=empty	sanz
delaier	delaiier1	VERinf	MORPH=empty	delaier
entre	entre2	VERcjg	MORPH=empty	entre
e	et	CONcoo	MORPH=empty	e
u	o3	PRE	NOMB.=s	u
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
nouvele	novele	VERcjg	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	nouvele
sanz	sans	PRE	MORPH=empty	sanz
mentir	mentir	VERinf	MORPH=empty	mentir
ordoinse	ordener	NOMcom	MODE=sub|NOMB.=s|GENRE=f|CAS=r	ordoinse
dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	dex
que	que4	CONsub	MORPH=empty	que
biens	bien1	ADVgen	NOMB.=s|GENRE=m|CAS=n	biens
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
en	en2	PROadv	MORPH=empty	en
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puist
venir	venir	VERinf	MORPH=empty	venir
biaux	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biaux
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sire
dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	dex
porrai	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	porrai
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ja	ja	ADVgen	DEGRE=-	ja
sentir	sentir	VERinf	MORPH=empty	sentir
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
biens	bien1	NOMcom	NOMB.=p|GENRE=m|CAS=r	biens
d	de	PRE	MORPH=empty	d
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
donc	donc	ADVgen	DEGRE=-	donc
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
desirrier	desirrier2	NOMcom	NOMB.=s|GENRE=m|CAS=r	desirrier
		PONfbl	MORPH=empty	
nenil	nenil	ADVneg	NOMB.=s|GENRE=m|CAS=r	nenil
quar	car	CONcoo	MORPH=empty	quar
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
pert	perdre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	pert
par	par	PRE	MORPH=empty	par
trop	trop	ADVgen	DEGRE=-	trop
seruir	servir	VERinf	MORPH=empty	seruir
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=r	autre
fourfait	forfaire	NOMcom	NOMB.=s|GENRE=m|CAS=r	fourfait
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
porroie	pöoir	VERcjg	MODE=con|PERS.=1|NOMB.=s	porroie
cuidier	cuidier1	VERinf	MORPH=empty	cuidier
quar	car	CONcoo	MORPH=empty	quar
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
sen	sans	VERcjg	PERS.=3	sen
ainc	ainc	ADVgen	DEGRE=-	ainc
de	de	PRE	MORPH=empty	de
faus	faus	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	faus
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
proier	priier	VERinf	MORPH=empty	proier
si	si	ADVgen	DEGRE=-	si
en	en2	PROadv	MORPH=empty	en
puis	puis	VERcjg	MODE=ind|TEMPS=pst|PERS.=1	puis
bien	bien1	ADVgen	DEGRE=p	bien
pluz	plus	ADVgen	DEGRE=-	pluz
longement	longement2	ADVgen	DEGRE=-	longement
languir	langir	VERinf	MORPH=empty	languir
quar	car	CONcoo	MORPH=empty	quar
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
i	il	PROadv	MORPH=empty	i
