token	normalised
De	de
la	la
pluz	pluz
douce	douce
amour	amour
me	me
conuient	conuient
a	a
chanter	chanter
qui	qui
iamaiz	Kamaiz
a	a
nul	nul
iour	jour
puisse	puisse
ioie	joie
douner	douner
tant	tant
ai	ai
donce	donce
dolour	dolour
por	por
male	male
a	a
l	l
amie	amie
	
qui	qui
ia	ja
n	n
iert	iert
desseruie	desseruie
si	si
proi	pooi
dieu	dieu
et	et
aour	aour
qu	qu
ele	ele
maint	maint
sans	sans
fausser	fausser
qu	qu
ar	ar
mes	mes
cuers	cuers
len	len
afie	afie
Sens	sens
et	et
pris	pris
et	et
ualour	valour
biaute	biaute
bonte	bonte
uis	vis
cler	cler
amadam	amadam
e	e
et	et
hounour	hounour
ce	ce
me	me
fait	fait
ramembrer	ramembrer
	
la	la
ioie	joie
et	et
la	la
dolour	dolour
pour	pour
quoi	quoi
l	l
ai	ai
tant	tant
seruie	seruie
si	si
n	n
en	en
partirai	partirai
mie	mie
por	por
autre	autre
dame	dame
amer	amer
qu	qu
el	el
monde	monde
n	n
a	a
meillour	meillour
ce	ce
me	me
fait	fait
desirrer	desirrer
	
sa	sa
douce	douce
compaignie	compaignie
Toute	Toute
ma	ma
ioie	joie
maint	maint
enamer	enamer
leaument	leaument
et	et
ceste	ceste
amours	amours
destraint	destraint
mon	mon
cuer	cuer
tant	tant
doucement	doucement
que	que
mes	mes
cors	cors
ne	ne
s	s
en	en
plaint	plaint
tant	tant
en	en
a	a
it	it
grief	grief
martyre	marţre
se	se
pour	pour
amer	amer
empire	emprre
	
gent	gent
guerredonarent	guerredonarent
qͣr	quar
nus	nus
hom	hom
qru	quu
bien	bien
amt	amt
ne	ne
puet	puet
auoir	avoir
tourment	tourment
	
que	que
plour	plour
ne	ne
uaillent	vaillent
rire	rrre
Dame	dame
qui	qui
que	que
se	se
plaint	plaint
de	de
uostre	vostre
encombrement	encombrement
	
endroit	endroit
moi	moi
ne	ne
remaint	remaint
	
l	l
amours	amours
qui	qui
si	si
m	m
esprent	esprent
doucement	doucement
me	me
destraint	destraint
pour	pour
ce	ce
n	n
en	en
sai	sai
que	que
dire	dire
si	si
ne	ne
nos	nos
escondire	escondire
uostre	vostre
ꝯmandement	commandement
amours	amours
proi	pooi
qu	qu
el	el
m	m
en	en
saint	saint
a	a
fai	fai
reuo	revo
talent	talent
	
si	si
qu	qu
a	a
moi	moi
n	n
aiez	aiez
ire	ire
Dites	dites
moi	moi
que	que
ce	ce
foit	foit
que	que
tant	tant
me	me
mescreez	mescreez
que	que
cist	cist
miens	miens
cuers	cuers
ne	ne
soit	soit
autre	autre
que	que
uous	vous
dounez	dounez
certes	certes
il	il
nel	nel
feroit	feroit
pour	pour
chose	chose
qui	qui
soit	soit
neese	neese
de	de
uous	vous
ert	ert
seuree	sevree
ma	ma
douce	douce
uolentez	volentez
bien	bien
sai	sai
qu	qu
il	il
s	s
ocirroit	ocirroit
pour	pour
dieu	dieu
nimes	nimes
pensez	pensez
	
n	n
estes	estes
pas	pas
enganee	enganee
Ia	oa
amours	amours
ne	ne
m	m
otroit	otroit
que	que
de	de
uous	vous
soie	soie
amez	amez
	
s	s
a	a
tort	tort
ne	ne
me	me
mescroit	mescroit́
li	li
cuers	cuers
que	que
uous	vous
auez	avez
decussoit	decussoit
qui	qui
decoit	decoit
ce	ce
qu	qu
a	a
son	son
cuer	cuer
agree	agree
pluz	pluz
estes	estes
desirree	desirree
ie	je
ne	ne
sai	sai
se	se
i	i
ai	ai
droit	droit
ia	ja
tant	tant
ne	ne
m	m
amerez	amerez
	
pluz	pluz
ne	ne
soiez	soiez
amee	amee
