token	normalised
Des	Des
or	or
me	me
uueillesioir	vueillesioir
en	en
chantant	chantant
en	en
tel	tel
maniere	maniere
que	que
iamaiz	jamaiz
ne	ne
quier	quier
issir	issir
deriẽz	derienz
qumours	qumours
me	me
requiere	requiere
que	que
si	si
bel	bel
m	m
a	a
fait	fait
choisir	choisir
qu	qu
a	a
l	l
un	un
ne	ne
puis	puis
maiz	maiz
faillir	faillir
u	u
bel	bel
uiure	vivre
u	u
bel	bel
morir	morir
en	en
merci	merci
et	et
en	en
proiere	proiere
Et	Et
puiz	puiz
qu	qu
il	il
uient	vient
a	a
plaisir	plaisir
a	a
la	la
debonaire	debonaire
fiere	fiere
quele	quele
mon	mon
chant	chant
deigneoir	deigneoir
toute	toute
autre	autre
rienz	rienz
mete	mete
arriere	arriere
qu	qu
einsi	einsi
me	me
puist	puist
biens	biens
uenir	venir
ꝯ	com
ie	ie
pl᷒laim	pluslaim
et	et
desir	desir
que	que
ne	ne
sauroie	sauroie
iehir	iehir
ꝯ	com
pluz	pluz
i	i
pens	pens
pluz	pluz
laichiere	laichiere
Et	Et
s	s
aucune	aucune
foiz	foiz
m	m
air	air
pour	pour
fole	fole
gent	gent
nouueliere	nouveliere
tost	tost
me	me
conuient	convient
reuenir	revenir
a	a
ma	ma
matere	matere
premiere	premiere
dont	dont
n	n
ẽ	en
querroie	querroie
partir	partir
maiz	maiz
tant	tant
redout	redout
le	le
mentir	mentir
que	que
souent	sovent
me	me
font	font
fremir	fremir
de	de
lor	lor
maudire	maudire
en	en
derriere	derriere
Quant	Quant
sa	sa
grant	grant
biaute	biaute
remir	remir
qui	qui
est	est
tant	tant
fiere	fiere
et	et
entiere	entiere
le	le
biau	biau
cors	cors
qu	qu
a	a
grant	grant
loisir	loisir
fist	fist
diex	diex
en	en
ioie	joie
pleniere	pleniere
les	les
biaux	biaux
ieux	ieux
qui	qui
pour	pour
trahir	trahir
ne	ne
seuent	sevent
clorre	clorre
nourrir	nourrir
sachiez	sachiez
q̃	que
d	d
a	a
li	li
uenir	venir
est	est
ma	ma
uolentez	volentez
maniere	maniere
Sel	sel
me	me
daignoit	daignoit
retenir	retenir
diex	diex
si	si
tres	tres
ioianz	joianz
en	en
iere	Jere
maiz	maiz
ce	ce
m	m
a	a
fait	fait
esbahir	esbahir
qu	qu
ele	ele
n	n
est	est
pas	pas
coustumiere	coustumiere
de	de
tel	tel
guerredon	guerredon
merir	merir
n	n
autres	autres
ne	ne
m	m
en	en
puet	puet
guerir	guerir
pour	pour
ce	ce
ne	ne
doi	doi
acueillir	acueillir
uolente	volente
fausse	fausse
et	et
legiere	legiere
ꝯ	com
ne	ne
se	se
puet	puet
mieuz	mieuz
honir	honir
que	que
de	de
son	son
bon	bon
repentir	repentir
si	si
uueill	vueill
mieuz	mieuz
en	en
ce	ce
morir	morir
ne	ne
iamais	jamais
partis	partis
nen	nen
iere	Jere
Chancons	Chançons
di	di
mon	mon
bel	bel
desir	desir
qu	qu
a	a
li	li
sel	sel
me	me
deigne	deigne
oir	oir
n	n
en	en
doit	doit
on	on
nule	nule
aatir	aatir
d	d
espaigne	espaigne
trusqu	trusqu
en	en
baiuiere	baiviere
Biaiullandois	Biaiullandois
li	li
grief	grief
souspir	souspir
qu	qu
a	a
larron	larron
faiz	faiz
sanz	sanz
dormir	dormir
me	me
font	font
uolẽtiers	volentiers
guenchir	guenchir
uilainne	vilainne
gent	gent
mal	mal
par	par
liere	liere
