token	normalised
mes	mes
cuers	cuers
qui	qui
me	me
fait	fait
penser	penser
ancoiz	ancoiz
mesprent	mesprent
pluz	pluz
d	d
amer	amer
et	et
si	si
me	me
dit	dit
et	et
semonte	semonte
t	t
a	a
onde	onde
que	que
ie	je
li	li
face	face
encor	encor
pluz	pluz
maus	maus
auoir	avoir
maiz	maiz
amours	amours
m	m
a	a
si	si
mise	mise
n	n
nonchaloir	nonchaloir
	
que	que
ie	je
ne	ne
cuit	cuit
que	que
nus	nus
biens	biens
m	m
en	en
desponde	desponde
Ce	Ce
qu	qu
elen	elen
est	est
si	si
estraigne	estraigne
fait	fait
Boine	boine
dame	dame
uu	vu
prie	prie
de	de
chanter	chanter
doiuent	doivent
requerre	requerre
par	par
mentir	mentir
	
qu	qu
il	il
ne	ne
seussent	seussent
parler	parler
ne	ne
sun	sun
language	language
