token	lemma	POS	morph	treated
a	a3	VERcjg	MORPH=empty	a
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
entree	entree	NOMcom	NOMB.=s|GENRE=f|CAS=r	entree
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
saison	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r	saison
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
vers	vers2	ADVgen	MORPH=empty	vers
faut	falir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	faut
et	et	CONcoo	MORPH=empty	et
lait	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	lait
legeler	legeret	NOMpro	NOMB.=s|GENRE=m|CAS=r	legeler
que	que4	CONsub	MORPH=empty	que
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
flours	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=n	flours
naist	naistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	naist
lez	lez	PRE	MORPH=empty	lez
le	le	PROper	NOMB.=s|GENRE=m|CAS=n	le
buisson	buisson	NOMcom	NOMB.=s|GENRE=m|CAS=n	buisson
bien	bien1	ADVgen	DEGRE=p	bien
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
cuelllir	coloir	VERinf	MORPH=empty	cuelllir
et	et	CONcoo	MORPH=empty	et
porter	porter	VERinf	MORPH=empty	porter
		PONfbl	MORPH=empty	
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
amez	amer1	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	amez
es	estre1	VERcjg	MODE=ind|NOMB.=s|GENRE=m	es
sanz	sans	PRE	MORPH=empty	sanz
compaignon	compagnon	NOMcom	NOMB.=s|GENRE=m|CAS=r	compaignon
maiz	mais1	CONcoo	GENRE=m|CAS=r	maiz
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mout	mout	ADVgen	DEGRE=-	mout
mal	mal1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	mal
guerredon	guerredon	NOMcom	NOMB.=s|GENRE=m|CAS=r	guerredon
		PONfbl	MORPH=empty	
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
aimme	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aimme
et	et	CONcoo	MORPH=empty	et
bien	bien1	ADVgen	DEGRE=p	bien
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
trouver	trover	VERinf	MORPH=empty	trouver
pour	por2	PRE	MORPH=empty	pour
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
le	le	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
di	dire	VERcjg	MODE=ind|PERS.=1|NOMB.=s	di
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
chanco	chanche	NOMcom	GENRE=m|CAS=r	chanco
n	ne2	ADVneg	MORPH=empty	n
		PONfbl	MORPH=empty	
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m	l
e	en2	CONcoo	MORPH=empty	e
pue	pöoir	VERppe	PERS.=1|NOMB.=s|GENRE=f	pue
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	l
e	en2	CONcoo	MORPH=empty	e
oi	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	oi
r	OUT	PRE	GENRE=m	r
a	a3	VERcjg	MODE=ind|PERS.=3|NOMB.=s	a
u	où	NOMpro	CAS=i	u
chante	chanter	VERcjg	NOMB.=s|GENRE=m|CAS=r	chante
r	rompre	PRE	GENRE=m	r
qu	que4	CONsub	NOMB.=s|GENRE=n	qu
e	et	CONcoo	MORPH=empty	e
cel	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cel
e	et	CONcoo	MORPH=empty	e
a	a3	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mou	mout	ADVgen	NOMB.=s|GENRE=m|DEGRE=-	mou
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	l
e	en2	CONcoo	MORPH=empty	e
cue	cuer2	CONsub	NOMB.=s|GENRE=n	cue
r	rover	PRE	GENRE=m|CAS=r	r
felo	felon	NOMcom	TEMPS=psp|NOMB.=s|GENRE=m|CAS=n	felo
n	ne2	ADVneg	MORPH=empty	n
