token	normalised
Lan	Lan
que	que
fine	fine
fueille	fueille
et	et
flor	flor
que	que
uoi	voi
la	la
froidure	froidure
entrer	entrer
lors	lors
chanta	chanta
guise	guise
de	de
plour	plour
c	c
autrement	autrement
ne	ne
puis	puis
chanter	chanter
maiz	maiz
a	a
la	la
gent	gent
uueill	vueill
moustrer	moustrer
	u
se	se
ma	ma
dame	dame
a	a
grant	grant
honour	honour
de	de
son	son
bon	bon
ami	ami
greuer	grever
Mes	mes
cuers	cuers
me	me
fait	fait
grant	grant
irour	irour
qͥ	qui
ne	ne
m	m
en	en
leisse	leisse
tourner	tourner
encor	encor
double	double
chascun	chascun
iour	jour
son	son
uoloir	voloir
de	de
moi	moi
lasser	lasser
ql	ql
uant	vant
lois	lois
irai	irai
desguarder	desguarder
seigneur	seigneur
se	se
ie	ie
faiz	faiz
folour	folour
mout	mout
par	par
m	m
en	en
deuroit	devroit
peser	peser
Se	se
ie	je
l	l
aim	aim
de	de
fine	fine
amour	amour
ie	je
n	n
en	en
faiz	faiz
mie	mie
a	a
blasmer	blasmer
qu	qu
en	en
li	li
atant	atant
de	de
ualour	valour
ꝯ	com
ne	ne
la	la
puet	puet
trop	trop
amer	amer
maiz	maiz
pour	pour
dieu	dieu
li	li
uueill	vueill
mander	mander
que	que
tant	tant
m	m
ost	ost
de	de
ma	ma
dolour	dolour
	u
que	que
l	l
autre	autre
puisse	puisse
porter	porter
S	S
onques	onques
homme	homme
ici	ici
troua	trova
ie	je
n	n
i	i
doi	doi
mie	mie
faillir	faillir
c	c
onques	onques
mes	mes
hom	hom
tant	tant
n	n
ama	ama
comie	comie
faiz	faiz
en	en
lonc	lonc
consir	consir
si	si
ne	ne
m	m
en	en
doi	doi
repentir	repentir
car	car
cil	cil
qui	qui
tant	tant
seruia	servia
	u
ne	ne
doit	doit
perdre	perdre
pour	pour
soufrir	soufrir
A	a
nului	nului
tort	tort
ne	ne
fera	fera
s	s
ele	ele
me	me
leisse	leisse
morir	morir
car	car
sienz	sienz
sui	sui
si	si
m	m
ocirra	ocirra
quãt	quant
li	li
uendra	vendra
a	a
pleisir	pleisir
m	m
amours	amours
n	n
en	en
doit	doit
pas	pas
mentir	mentir
puiz	puiz
que	que
a	a
li	li
me	me
dona	dona
	u
bien	bien
me	me
doi	doi
en	en
ce	ce
tenir	tenir
Se	Se
dieu	dieu
plaist	plaist
biens	biens
me	me
uendra	vendra
de	de
loial	loial
amour	amour
seruir	servir
c	c
onques	onques
nus	nus
nen	nen
empira	empira
se	se
ele	ele
li	li
uaut	vaut
meriria	merirja
diex	diex
ne	ne
me	me
laist	laist
mentir	mentir
maiz	maiz
a	a
son	son
plaisir	plaisir
sera	sera
que	que
qu	qu
il	il
m	m
endoine	endoine
auenir	avenir
Gui	Gui
de	de
ponciauz	ponciauz
au	au
finer	finer
ne	ne
uous	vous
oublierai	oublierai
ia	ja
pour	pour
uous	vous
doi	doi
la	la
mort	mort
hair	hair
