token	normalised
Merci	merci
amours	amours
qui	qui
ert	ert
il	il
de	de
mõ	mon
martire	martire
que	que
i	i
ai	ai
soufertet	soufertet
encor	encor
uueill	vueill
soufrir	soufrir
dusqu	dusqu
a	a
un	un
iour	jour
que	que
uous	vous
plaira	plarra
a	a
dire	dire
que	que
me	me
uoudroiz	voudroiz
mon	mon
seruice	seruice
merir	merrr
et	et
tant	tant
et	et
pluz	pluz
serai	serai
ie	je
uostre	vostre
amis	amis
ie	je
uous	vous
aim	aim
tant	tant
nule	nule
rienz	rienz
ne	ne
desirre	desirre
	
fors	fors
uostre	vostre
cors	cors
si	si
m	m
en	en
doinst	doinst
diex	diex
ioir	joira
Or	Or
sui	sui
en	en
l	l
aim	aim
de	de
morir	morir
et	et
de	de
uiuresen	viuresen
ai	ai
secours	secours
de	de
ce	ce
que	que
pluz	pluz
desir	desir
les	les
maes	maes
gens	gens
me	me
uuelent	vuelent
desconfir	desconfir
e	e
cui	cui
touz	touz
cis	cis
mons	mons
doit	doit
blasmer	blasmer
et	et
hair	haiva
uuueille	vuueille
u	u
non	non
si	si
me	me
conuient	conuient
blandir	blandir
et	et
sachiez	sachiez
bien	bien
quele	quele
faiz	faiz
par	par
grant	grant
ire	ire
maiz	maiz
autrement	autrement
ne	ne
m	m
en	en
pui	pui
s	s
departir	departir
Douce	douce
dame	dame
qui	qui
ert	ert
il	il
de	de
uo	vo
pensee	pensee
portai	portai
laie	laie
sauoir	savoir
par	par
uostre	vostre
greteuz	greteuz
s	s
ert	ert
lonctanz	lonctanz
qui	qui
n	n
a	a
pouresoudee	pouresoudee
et	et
teus	teus
mout	mout
pou	pou
qui	qui
n	n
a	a
a	a
uo	vo
l	l
enteiel	enteiel
di	di
pour	pour
moi	moi
qui	qui
tant	tant
bien	bien
aiame	afame
que	que
ma	ma
doleurs	doleurs
seroit	seroit
tost	tost
oubliee	oubliee
	
se	se
guerredon	guerredon
fuissent	fuissent
a	a
droit	droit
done	done
