token	normalised
Quant	quant
flours	flours
et	et
glais	glais
et	et
uerdure	verdure
s	s
esloigne	esloigne
q̃	que
cist	cist
oisel	oisel
n	n
osent	osent
un	un
mot	mot
souner	souner
pour	pour
la	la
froidour	froidour
chascuns	chascuns
doute	doute
et	et
resoigne	resoigne
trusqu	trusqu
al	al
biau	biau
tanz	tanz
q̃	que
il	il
soelent	soelent
chanter	chanter
maiz	maiz
pour	pour
ce	ce
chant	chant
que	que
ne	ne
puis	puis
oublier	oublier
	
la	la
douce	douce
riens	riens
dont	dont
dex	dex
ioie	joie
me	me
doigne	doigne
	
quar	quar
de	de
li	li
sunt	sunt
et	et
uiennent	viennent
mi	mi
penser	penser
Conment	conment
qu	qu
amours	amours
ioie	joie
me	me
guerredoigne	guerredoigne
mout	mout
ṃle	mole
m	m
a	a
fait	fait
longuement	longuement
desirrer	desirrer
si	si
ꝯ	com
celui	celui
ꝯ	com
delaie	delaie
et	et
pourloigne	pourloigne
qui	qui
ele	ele
fait	fait
a	a
son	son
uoloir	voloir
greuer	grever
ie	je
ne	ne
di	di
pas	pas
ꝯ	com
puisse	puisse
trop	trop
amer	amer
ne	ne
qu	qu
ele	ele
ia	ja
de	de
mõ	mon
cors	cors
se	se
desioigne	desjoigne
.	.
qu	qu
ele	ele
atroinie	atroinie
cuer	cuer
qu	qu
ne	ne
set	set
fausser	fausser
uous	vous
amerai	amerai
dame	dame
conmentqu	conmentqu
il	il
preigne	preigne
si	si
finement	finement
et	et
dex	dex
m	m
en	en
doint	doint
pooir	pooir
ne	ne
ia	ja
amours	amours
m	m
ert	ert
tele	tele
que	que
se	se
faigne	faigne
de	de
moi	moi
aidier	aidier
se	se
ce	ce
me	me
puet	puet
ualoir	valoir
tant	tant
me	me
conuient	conuient
uostre	vostre
plaisir	plaisir
uoloir	voloir
qu	qu
assez	assez
aim	aim
mieuz	mieuz
que	que
li	li
merirs	merrrs
remaigne	remaigne
	
qu	qu
auoir	avoir
ioie	joie
de	de
uous	vous
par	par
deceuoir	decevoir
En	en
uous	vous
n	n
a	a
riens	riens
dame	dame
qui	qui
desconuiegne	desconviegne
dont	dont
n	n
a	a
en	en
uous	vous
sens	sens
et	et
pris	pris
et	et
biaute	biaute
maiz	maiz
mout	mout
uous	vous
pri	pri
que	que
uostre	vostre
cuers	cuers
retiegne	retiegne
selonc	selonc
les	les
biens	biens
grant	grant
debonaire	debonaire
tene	tene
ia	ja
sanz	sanz
uous	vous
granz	granz
ioie	joie
ne	ne
mauiegne	mauiegne
s	s
el	el
me	me
uenoit	venoit
ne	ne
l	l
en	en
sauroie	savroie
gre	gre
