token	normalised
En	En
cel	cel
tanz	tanz
que	que
uoi	voi
former	former
les	les
arbres	arbres
et	et
blanchoier	blanchoier
mest	mest
pris	pris
talenz	talenz
de	de
chanter	chanter
si	si
n	n
en	en
eusse	eusse
mestier	mestier
qu	qu
amours	amours
me	me
fet	fet
cõperer	comperer
ce	ce
c	c
onques	onques
ne	ne
seut	seut
richier	richier
n	n
onques	onques
ne	ne
peu	peu
endurer	endurer
a	a
auoir	avoir
faus	faus
cuer	cuer
legier	legier
pour	pour
cai	cai
failli	failli
a	a
amie	amie
Mout	mout
par	par
me	me
seut	seut
bien	bien
greuer	grever
ce	ce
qui	qui
me	me
deust	deust
aidier	aidier
ce	ce
est	est
loiaument	loiaument
amer	amer
qu	qu
ailleurs	ailleurs
ne	ne
me	me
soi	soi
uengier	vengier
dieus	dieus
le	le
me	me
laist	laist
oublier	oublier
pour	pour
estre	estre
hors	hors
de	de
dangier	dangier
nonporquant	nonporquant
bien	bien
doi	doi
trouer	trover
folie	folie
quant	quant
ie	ie
la	la
quier	quier
ha	ha
las	las
folours	folours
n	n
est	est
ce	ce
mie	mie
A	A
tort	tort
m	m
ociez	ociez
amours	amours
que	que
point	point
n	n
en	en
deusse	deusse
auoir	avoir
marz	marz
ciaus	ciaus
qui	qui
trichent	trichent
toz	toz
iours	jours
et	et
seruent	servent
pour	pour
deceuoir	decevoir
de	de
tant	tant
ma	ma
diex	diex
fet	fet
honour	honour
dont	dont
bon	bon
gre	gre
li	li
doisauoir	doisavoir
c	c
ains	ains
ne	ne
ui	vi
hore	hore
de	de
iour	jour
que	que
ne	ne
me	me
feist	feist
doloir	doloir
ma	ma
douce	douce
dame	dame
anemie	anemie
Dame	Dame
pour	pour
le	le
creatour	creatour
creez	creez
moi	moi
ie	ie
uous	vous
di	di
uooir	vooir
qu	qu
en	en
moi	moi
n	n
a	a
tant	tant
de	de
uigour	vigour
que	que
le	le
uous	vous
face	face
sauoir	savoir
au	au
cuer	cuer
en	en
souspir	souspir
et	et
plour	plour
maiz	maiz
ne	ne
uous	vous
daigne	daigne
chaloir	chaloir
mieus	mieus
me	me
uenist	venist
q̃	que
ualour	valour
faussist	faussist
quant	quant
la	la
lai	lai
ueoir	veoir
et	et
biautez	biautez
et	et
cortoisie	cortoisie
Ha	Ha
las	las
ie	ie
uois	vois
reclamant	reclamant
ce	ce
qui	qui
me	me
fera	fera
morir	morir
qu	qu
amours	amours
n	n
aloit	aloit
el	el
querant	querant
maiz	maiz
que	que
me	me
peust	peust
trahir	trahir
de	de
moi	moi
ne	ne
uoi	voi
nul	nul
samblant	samblant
ꝯment	comment
ie	je
m	m
en	en
puisse	puisse
issir	issir
se	se
pitiez	pitiez
ne	ne
m	m
en	en
deslie	deslie
Amours	Amours
ueut	veut
tout	tout
son	son
ꝯmant	conmant
de	de
moi	moi
greuer	grever
aꝯplir	acplir
maiz	maiz
merueille	merveille
est	est
que	que
ia	ja
un	un
tant	tant
as	as
maus	maus
que	que
me	me
fait	fait
soufrir	soufrir
a	a
li	li
motroi	motroi
et	et
ꝯmãt	commant
quar	quar
bien	bien
le	le
me	me
puet	puet
merir	merir
nus	nus
qui	qui
