token	normalised
Mes	mes
cuers	cuers
me	me
fait	fait
conmencier	conmencier
quant	quant
ie	je
deusse	deusse
fenir	fenir
pour	pour
ma	ma
grant	grant
doleur	doleur
noncier	noncier
cele	cele
qui	qui
me	me
fait	fait
languir	languir
maiz	maiz
ainc	ainc
ne	ne
s	s
ot	ot
mon	mon
desir	desir
si	si
ne	ne
m	m
en	en
doi	doi
merueillier	meruelllier
	
se	se
ie	je
uai	vai
angoisse	angoisse
et	et
ire	ire
uns	uns
autres	autres
deust	deust
morir	morir
s	s
il	il
fust	fust
en	en
tel	tel
desirrier	desirrier
maiz	maiz
esperance	esperance
et	et
desir	desir
me	me
sont	sont
assez	assez
mains	mains
gregier	gregier
et	et
mes	mes
douleurs	douleurs
alegier	alegier
dont	dont
ia	ja
ne	ne
me	me
quier	quier
partir	partir
chancounete	chancounete
ua	va
li	li
dire	dire
pour	pour
dieu	dieu
trop	trop
me	me
puẽt	puent
targier	targier
Biauz	biauz
sire	sire
a	a
uostre	vostre
plaisir	plaisir
uolez	volez
me	me
uous	vous
pluz	pluz
chargier	chargier
ainc	ainc
maiz	maiz
ne	ne
l	l
osai	osai
gehir	gehir
quar	quar
li	li
felon	felon
losengier	losengier
qui	qui
tout	tout
uuelent	vuelent
encerchier	encerchier
me	me
fõnt	fonnt
maint	maint
anui	anui
sentir	sentir
ne	ne
ne	ne
m	m
ensai	ensai
ꝯseillier	conseillier
	
maiz	maiz
guarde	guarde
toi	toi
de	de
mesdire	mesdire
Qui	qui
bien	bien
aime	aime
sanz	sanz
trichier	trichier
et	et
bien	bien
ueut	veut
amours	amours
seruir	seruir
ne	ne
s	s
en	en
doit	doit
mie	mie
esmaier	esmaier
ne	ne
pour	pour
painne	painne
repentir	repentir
bien	bien
a	a
pooir	pooir
de	de
merir	merrr
la	la
dolour	dolour
et	et
l	l
encombrier	encombrier
	
amours	amours
qu	qu
ele	ele
est	est
mauz	mauz
et	et
mire	mire
